PROVID;CULTURE;Religion;TRADEGOOD;unused;indentured;lower_strata;middle_strata;proletariat;slaves;tribesmen;upper_strata;INDUSTRIALISATION;PROVINCE_RANK;NAME;AREA;TERRAIN;;;LITERACY;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type 2;Extra pop culture 2;Extra pop religion 2;Extra pop size 2;Extra pop type 3;Extra pop culture 3;Extra pop religion 3;Extra pop size 3;Extra pop type 4;Extra pop culture 4;Extra pop religion 4;Extra pop size 4;Extra pop type 5;Extra pop culture 5;Extra pop religion 5;Extra pop size 5;Extra pop type 6;Extra pop culture 6;Extra pop religion 6;Extra pop size 6;Extra pop type 7;Extra pop culture 7;Extra pop religion 7;Extra pop size 7
139;dixie;reformed;grain;0;0;2;0;0;0;0;0;15;0;Parsons;West Virginia;;patched_state;West Virginia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;tatar;sunni;livestock;0;0;0;0;0;0;1;0;0;0;Liman;Astrakhan;semi_arid;patched_state;Astrakhan;;lower_strata;russian;orthodox;2;;;;;;;;;;;;;;;;;;;;;;;;
141;thai;theravada;tropical_fruit;0;6;1;0;0;0;0;0;5;0;Chumphon;Siam;dense_jungle;patched_state;Siam;;lower_strata;ping;theravada;1;;;;;;;;;;;;;;;;;;;;;;;;
142;hui;sunni;grain;0;0;80;2;0;0;0;3;0;0;Mu Us Desert;Gansu;semi_arid;patched_state;Gansu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;north_german;catholic;coal;0;0;11;3;2;0;0;0;20;0;Schweidnitz;Niederschlesien;;patched_state;Niederschlesien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;dixie;evangelical;grain;0;0;2;1;0;0;0;0;15;0;Beaufort;North Carolina;plains;patched_state;North Carolina;;slaves;afroamerican;evangelical;3;;;;;;;;;;;;;;;;;;;;;;;;
145;russian;orthodox;grain;0;1;4;0;0;0;0;0;7;0;Volokolamsk;Moskva;plains;patched_state;Moskva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;moken;zanahary;grain;0;0;0;0;0;0;2;0;0;0;Andaman;Andaman and Nicobar;sparse_jungle;patched_state;Andaman and Nicobar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;dixie;evangelical;grain;0;0;3;2;0;0;0;1;15;0;Fayetteville;North Carolina;plains;patched_state;North Carolina;;slaves;afroamerican;evangelical;2;;;;;;;;;;;;;;;;;;;;;;;;
148;minor_aboriginal;mythic;sugar;0;0;0;0;0;0;0;0;0;0;PROV148;Queensland;;patched_state;Queensland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;occitan;catholic;wool;0;0;37;2;0;0;0;2;12;0;Mont-de-Marsan;Aquitaine;forest;patched_state;Aquitaine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;bashkir;orthodox;wood;0;0;0;0;0;0;0;0;0;0;Chesma;Orenburg;forest;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;wu;daoism;grain;0;0;23;2;1;0;0;5;10;0;Xaihua;Zhejian;hills;patched_state;Zhejian;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;buryat;tengri;wood;0;0;0;0;0;0;0;0;0;0;Baunt;Buryat;low_mountain;patched_state;Buryat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;egyptian_arabic;sunni;salt;0;0;2;0;0;0;0;0;5;0;Diqla;Arabia_Petraea;desert;patched_state;Arabia_Petraea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;dixie;reformed;grain;0;0;1;0;0;0;0;0;15;0;Elkins;West Virginia;hills;patched_state;West Virginia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;beihua;mahayana;camel;0;0;1;0;0;0;0;0;10;0;Zhenglan;Nei_Mongol;desert;patched_state;Nei_Mongol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;tamil;hindu;fish;0;0;51;5;2;0;10;0;5;0;Kumbakonam;Carnatic;farmland;patched_state;Carnatic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;kazakh;sunni;livestock;0;0;0;0;0;0;0;0;0;0;Yashkul;Astrakhan;semi_arid;patched_state;Astrakhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;;;;0;0;0;0;0;0;0;0;0;0;PROV158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;amur;siberian_shamanism;wood;0;0;0;0;0;0;0;0;0;0;Nel Kan;Magadan;boreal_forest;patched_state;Magadan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;jin;mahayana;camel;0;0;1;0;0;0;0;0;10;0;PROV160;Nei_Mongol;desert;patched_state;Nei_Mongol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;tupi;catimbo;fish;0;0;0;0;0;0;2;0;0;0;Coruripe;Alagoas and Sergipe;plains;patched_state;Alagoas and Sergipe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;tamil;hindu;livestock;0;0;70;7;3;0;0;3;5;1;Madras;Carnatic;farmland;patched_state;Carnatic;;lower_strata;sephardi;jewish;1;lower_strata;tamil;catholic;6;lower_strata;tamil;lutheran;3;lower_strata;tamil;sunni;10;lower_strata;telugu;hindu;14;lower_strata;telugu;jainism;4;lower_strata;urdu;sunni;4
163;uighur;sunni;livestock;0;0;0;0;0;0;3;0;0;0;Shibaertale;Xinjiang;low_mountain;patched_state;Xinjiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;minor_aboriginal;mythic;livestock;0;0;0;0;0;0;0;0;0;0;the Outback;South_Australia;extreme_desert;patched_state;South_Australia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;madurese;sunni;cloth;0;0;200;0;0;0;0;0;1;1;Soerabaja;Java;farmland;patched_state;Java;;upper_strata;dutch;lutheran;1;middle_strata;dutch;lutheran;1;middle_strata;hakka;lutheran;1;lower_strata;hakka;chinese_shamanism;1;;;;;;;;;;;;
166;bashkir;orthodox;cloth;0;0;1;0;0;0;1;0;0;0;Zilair;Orenburg;low_mountain;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;hindi;hindu;vegetables;0;0;46;0;2;0;10;0;9;0;Alwar;Agimere;semi_arid;patched_state;Agimere;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;buryat;tengri;wood;0;0;0;0;0;0;0;0;0;0;Bayandai;Irkutsk;boreal_forest;patched_state;Irkutsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;egyptian_arabic;sunni;wool;0;0;1;0;0;0;0;0;5;0;Bardawil;Arabia_Petraea;desert;patched_state;Arabia_Petraea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;rajasthani;sunni;cloth;0;0;6;0;0;0;1;0;0;0;Nagaur;Agimere;desert;patched_state;Agimere;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;oroqen;siberian_shamanism;wood;0;0;0;0;0;0;0;0;0;0;Aim;Yakutia;boreal_forest;patched_state;Yakutia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;tupi;catholic;livestock;0;0;0;0;0;0;2;0;0;0;Oricuri;Pernambuco;semi_arid;patched_state;Pernambuco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;ecuadorian;catholic;tropical_fruit;0;0;3;0;0;0;0;0;8;0;Guaranda;Sierra de Ecuador;extreme_mountain;patched_state;Sierra de Ecuador;;tribesmen;quechua;inti;1;tribesmen;quechua;catholic;2;;;;;;;;;;;;;;;;;;;;
174;uighur;sunni;livestock;0;0;7;0;0;0;0;0;0;0;Xielecun;Xinjiang;low_mountain;patched_state;Xinjiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;polish;catholic;cloth;0;0;6;0;0;0;0;0;10;0;Marienburg;Pommerellen;forest;patched_state;Pommerellen;;lower_strata;north_german;catholic;2;;;;;;;;;;;;;;;;;;;;;;;;
176;russian;orthodox;cloth;0;0;3;1;0;0;0;0;7;0;Krasny Holm;Tver;forest;patched_state;Tver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;kayan;sunni;cloth;0;0;0;0;0;0;0;0;0;0;PROV177;Kaliman;low_mountain;patched_state;Kaliman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;russian;orthodox;wood;0;0;5;0;0;0;0;0;7;0;Vokhma;Kostroma;plains;patched_state;Kostroma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;russian;orthodox;cloth;0;0;6;0;0;0;0;0;7;0;Borova;Kharkov;farmland;patched_state;Kharkov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;russian;orthodox;wood;0;0;8;0;0;0;0;0;7;0;Murom;Vladimir;plains;patched_state;Vladimir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;croat;catholic;wood;0;0;1;1;0;0;0;0;15;0;Kotor;Montenegro;;patched_state;Montenegro;;lower_strata;serb;orthodox;3;;;;;;;;;;;;;;;;;;;;;;;;
182;hungarian;catholic;cloth;0;0;7;2;3;0;0;1;10;0;Erlau;Kaschau;farmland;patched_state;Kaschau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;russian;orthodox;cloth;0;0;3;0;0;0;0;0;7;0;Baltai;Saratov;hills;patched_state;Saratov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;russian;orthodox;cloth;0;0;5;2;0;0;0;0;7;0;Bezhetsk;Tver;forest;patched_state;Tver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;czech;catholic;mediterranean_fruit;0;0;11;3;1;0;0;0;20;0;Austerlitz;Mähren;;patched_state;Mähren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;russian;orthodox;cloth;0;0;6;0;0;0;0;0;7;0;Danilovka;Penza;plains;patched_state;Penza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;albanian;sunni;wood;0;0;9;2;1;0;0;2;7;0;Debar;Albania;;patched_state;Albania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;russian;orthodox;wood;0;0;4;0;0;0;0;0;7;0;Pyshchug;Kostroma;forest;patched_state;Kostroma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;nogai;sunni;cloth;0;0;1;0;0;0;1;0;0;0;Kochubey;Terek;semi_arid;patched_state;Terek;;lower_strata;cossack;orthodox;1;lower_strata;armenian;orthodox;1;;;;;;;;;;;;;;;;;;;;
190;ukrainian;orthodox;cloth;0;7;3;0;0;0;0;0;10;0;Balakliya;Kharkov;farmland;patched_state;Kharkov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;kabyle;sunni;mediterranean_fruit;0;0;7;0;0;0;1;0;5;0;Medea;Medea;;patched_state;Medea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;russian;orthodox;wood;0;0;5;0;0;0;0;0;7;0;Melenki;Vladimir;forest;patched_state;Vladimir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;castilian;catholic;mediterranean_fruit;0;0;7;1;0;0;0;1;10;0;Estella;Navarre;;patched_state;Navarre;20;lower_strata;basque;catholic;2;;;;;;;;;;;;;;;;;;;;;;;;
194;tamil;hindu;fish;0;0;6;2;1;0;0;1;5;0;Jaffna;Ceylon;farmland;patched_state;Ceylon;;lower_strata;sinhala;catholic;4;;;;;;;;;;;;;;;;;;;;;;;;
195;castilian;catholic;mediterranean_fruit;0;0;19;4;6;0;0;2;15;0;Almeria;Granada;;patched_state;Granada;17;tribesmen;kale;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
196;castilian;catholic;wood;0;0;7;1;1;0;0;0;10;0;Miranda de Ebro;Castille;;patched_state;Castille;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;kazakh;sunni;cloth;0;0;0;0;0;0;0;0;0;0;Kopasor;Uralsk;semi_arid;patched_state;Uralsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;austrian;lutheran;mediterranean_fruit;0;0;10;3;0;0;0;0;15;0;Horn;Niederosterreich;farmland;patched_state;Niederosterreich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;shangjiang;daoism;tea;0;0;64;1;0;4;0;3;10;0;Guiyangzhen;Hunan;farmland;patched_state;Hunan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;south_italian;catholic;vegetables;0;20;22;0;2;0;0;0;6;0;San Severo;Apulia;farmland;patched_state;Apulia;3;lower_strata;savoyard;catholic;1;lower_strata;albanian;catholic;1;;;;;;;;;;;;;;;;;;;;
201;alabama;waashat;livestock;0;0;0;0;0;0;0;0;0;0;Wedowee;Alabama;forest;patched_state;Alabama;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;portuguese;catholic;mediterranean_fruit;0;0;11;2;0;0;0;1;10;0;Avis;Algarve;;patched_state;Algarve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;cossack;orthodox;livestock;0;0;2;0;0;0;0;0;8;0;Lagan;Astrakhan;semi_arid;patched_state;Astrakhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;malayan;theravada;cloth;0;0;2;0;0;0;0;0;0;0;Krabi;Kra;dense_jungle;patched_state;Kra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;tunisian;sunni;livestock;0;0;3;0;0;0;5;0;7;0;Khenchela;Biskra;;patched_state;Biskra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;polish;catholic;horses;0;0;16;3;1;0;0;1;10;0;Żółkiew;Ostgalizien;forest;patched_state;Ostgalizien;;lower_strata;ukrainian;orthodox;8;;;;;;;;;;;;;;;;;;;;;;;;
207;jin;daoism;livestock;0;0;84;1;1;0;0;1;10;0;Datong;Shanxi;hills;patched_state;Shanxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;malayan;theravada;cloth;0;0;2;0;0;0;0;0;0;0;Phuket;Kra;dense_jungle;patched_state;Kra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;hui;sunni;grain;0;0;100;20;0;0;0;5;1;1;Yinchuan;Gansu;farmland;patched_state;Gansu;;lower_strata;beihua;daoism;56;;;;;;;;;;;;;;;;;;;;;;;;
210;castilian;catholic;fish;0;0;16;2;0;0;0;1;10;0;Motril;Granada;;patched_state;Granada;;tribesmen;kale;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
211;minor_aboriginal;mythic;livestock;0;0;0;0;0;0;0;0;0;0;PROV211;Western_Australia;semi_arid;patched_state;Western_Australia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;mikmaq;inuit;cloth;0;0;0;0;0;0;1;0;0;0;Campbellton;New Brunswick;plains;patched_state;New Brunswick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;bedouin;sunni;wool;0;0;12;5;0;0;5;3;10;1;Mekka;Hedjaz;semi_arid;patched_state;Hedjaz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;altai;sunni;wood;0;0;0;0;0;0;0;0;0;0;Vengerovo;Novosibirsk;plains;patched_state;Novosibirsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;miao;linh;cloth;0;0;10;0;0;0;9;0;0;0;Chuandongba;Guizhou;low_mountain;patched_state;Guizhou;;lower_strata;shangjiang;daoism;4;;;;;;;;;;;;;;;;;;;;;;;;
216;tuvan;sunni;wood;0;0;0;0;0;0;0;0;0;0;Tulun;Irkutsk;boreal_forest;patched_state;Irkutsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;choctaw;waashat;textile_fibres;0;0;0;0;0;0;0;0;0;0;Cullman;Alabama;forest;patched_state;Alabama;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;portuguese;catholic;salt;0;0;65;7;15;0;0;2;15;0;Santarém;Lisboa;;patched_state;Lisboa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;rajasthani;jainism;opium;0;0;12;0;0;0;4;0;0;0;Banswara;Gujarat;hills;patched_state;Gujarat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;tuvan;sunni;wood;0;0;0;0;0;0;0;0;0;0;Kuragino;Khakassia;low_mountain;patched_state;Khakassia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;mongolian;daoism;grain;0;0;7;0;0;0;0;0;0;0;Ordos;Nei_Mongol;semi_arid;patched_state;Nei_Mongol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;kongo;bantu;cloth;0;0;2;0;0;0;8;0;0;0;Zemba;Angola;sparse_jungle;patched_state;Angola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;oirat;mahayana;cloth;0;0;6;0;0;0;0;0;0;0;PROV223;Alxa;desert;patched_state;Alxa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;kiowa;waashat;tobacco;0;0;0;0;0;0;0;0;0;0;Grenola;Kansas;plains;patched_state;Kansas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;guarani;pagelanca;sugar;0;0;0;0;0;0;1;0;0;0;Paranavaí;Paraná;forest;patched_state;Paraná;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;bedouin;sunni;wool;0;0;2;0;0;0;20;0;0;0;Mastorah;Hedjaz;semi_arid;patched_state;Hedjaz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;kazakh;sunni;wood;0;0;0;0;0;0;0;0;0;0;Dombarovskyi;Orenburg;semi_arid;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;rajasthani;sunni;cloth;0;0;4;0;0;0;4;0;0;0;Jodhpur;Multan;semi_arid;patched_state;Multan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;brazilian;catholic;vegetables;0;0;2;0;0;0;0;0;8;0;Rio Pardo;Minas Gerais;plains;patched_state;Minas Gerais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;kiowa;waashat;tobacco;0;0;0;0;0;0;0;0;0;0;Tulsa;Oklahoma;plains;patched_state;Oklahoma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;russian;orthodox;cloth;0;0;3;0;0;0;0;0;7;0;El'niki;Penza;forest;patched_state;Penza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;platense;catholic;livestock;0;0;2;0;0;0;0;0;10;0;Cafayete;Salta;low_mountain;patched_state;Salta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;north_german;lutheran;salt;0;0;27;10;11;0;0;2;20;1;Magdeburg;Sachsen-Anhalt;;patched_state;Sachsen-Anhalt;;lower_strata;ashkenazi;jewish;1;upper_strata;ashkenazi;jewish;1;;;;;;;;;;;;;;;;;;;;
234;norwegian;lutheran;inorganic_compounds;0;0;4;0;0;0;0;0;10;0;Jørpeland;Kristiansand;;patched_state;Kristiansand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;flemish;catholic;cloth;0;0;12;10;9;0;0;4;25;1;Brussel;Flanders;;patched_state;Flanders;;middle_strata;dutch;lutheran;1;lower_strata;walloon;catholic;2;middle_strata;walloon;catholic;6;;;;;;;;;;;;;;;;
236;russian;orthodox;cloth;0;0;3;0;0;0;0;0;7;0;Pereliub;Samara;semi_arid;patched_state;Samara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;scottish;reformed;wool;0;0;6;0;0;0;0;0;10;0;Kincardine;Highlands;;patched_state;Highlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;ojibwe-potawatomi;gaihwiio;cloth;0;0;0;0;0;0;0;0;0;0;Lansing;Michigan;forest;patched_state;Michigan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;ukrainian;orthodox;cloth;0;0;3;0;0;0;0;0;10;0;Kashary;Voiska_Donskova;plains;patched_state;Voiska_Donskova;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;russian;orthodox;cloth;0;0;9;0;0;0;0;1;5;0;Temnikov;Penza;forest;patched_state;Penza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;danish;lutheran;inorganic_compounds;0;0;12;4;3;0;0;1;18;1;Odense;Funen;;patched_state;Funen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;colombian;catholic;coffee;0;0;9;2;0;0;0;0;5;0;Izcaragua;Venezuela;hills;patched_state;Venezuela;;tribesmen;caracas;muisca;10;lower_strata;zambo;catholic;5;lower_strata;caracas;catholic;4;;;;;;;;;;;;;;;;
243;north_german;lutheran;cloth;0;0;7;0;0;0;0;0;20;0;Braunschweig;Hannover;;patched_state;Hannover;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;castilian;catholic;wool;0;0;6;0;0;0;0;0;10;0;Isaba;Aragón;;patched_state;Aragón;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;austrian;catholic;cloth;0;0;9;23;19;0;0;20;15;1;Vien;Niederosterreich;;patched_state;Niederosterreich;;proletariat;czech;catholic;6;proletariat;hungarian;catholic;4;proletariat;ashkenazi;jewish;1;middle_strata;north_italian;catholic;2;;;;;;;;;;;;
246;yue;mahayana;grain;0;0;54;2;0;4;0;2;10;0;Xuancun;South Guangxi;farmland;patched_state;South Guangxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;zulu;bantu;cloth;0;0;0;0;0;0;11;0;0;0;PROV247;South_Africa;hills;patched_state;South_Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;turkish;sunni;grain;0;0;3;0;0;0;0;0;10;0;Haymanateyn;Ankara;;patched_state;Ankara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;chipewyan;inuit;wood;0;0;0;0;0;0;1;0;0;0;Norway House;Manitoba;boreal_forest;patched_state;Manitoba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;melanesian;mana;hardwood;0;0;0;0;0;0;1;0;0;0;New Hanover;New_Britain;sparse_jungle;patched_state;New_Britain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;avar;shiite;cloth;0;0;5;0;0;0;0;0;0;0;Dyultidag;Dagestan;extreme_mountain;patched_state;Dagestan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;ukrainian;orthodox;coal;0;1;6;0;0;0;0;0;10;0;Millerovo;Voiska_Donskova;farmland;patched_state;Voiska_Donskova;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;tamazight;ibadi;camel;0;0;0;0;0;0;3;0;0;0;Laghouat;Algerian_Sahara;;patched_state;Algerian_Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;occitan;catholic;mediterranean_fruit;0;0;22;1;0;0;0;1;12;0;Aix-en-Provence;Provence;;patched_state;Provence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;danish;lutheran;grain;0;0;9;3;2;0;0;0;18;0;Ribe;Jutland;;patched_state;Jutland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;malayan;sunni;cloth;0;0;4;0;0;0;0;0;0;0;Taiping;Johore;dense_jungle;patched_state;Johore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;algerian;sunni;wool;0;0;1;0;0;0;3;0;5;0;Mecheria;Barbaria;;patched_state;Barbaria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;minor_aboriginal;mythic;grain;0;0;0;0;0;0;0;0;0;0;PROV258;Victoria;forest;patched_state;Victoria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;castilian;catholic;mediterranean_fruit;0;0;7;3;4;0;0;1;15;1;Pamplona;Navarre;;patched_state;Navarre;30;lower_strata;basque;catholic;6;;;;;;;;;;;;;;;;;;;;;;;;
260;nunavik;inuit;fish;0;0;0;0;0;0;1;0;0;0;Fort Chimo;Quebec;tundra;patched_state;Quebec;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;yue;mahayana;tea;0;0;178;12;5;24;0;7;10;1;Nanning;South Guangxi;farmland;patched_state;South Guangxi;;lower_strata;yue;pure_land_buddhism;98;;;;;;;;;;;;;;;;;;;;;;;;
262;russian;orthodox;wood;0;0;4;1;1;0;0;0;7;0;Irkutsk;Irkutsk;plains;patched_state;Irkutsk;;lower_strata;buryat;sunni;1;;;;;;;;;;;;;;;;;;;;;;;;
263;xiang;daoism;grain;0;0;202;15;1;20;0;6;10;0;Yonzhou;Hunan;hills;patched_state;Hunan;;lower_strata;xiang;pure_land_buddhism;55;;;;;;;;;;;;;;;;;;;;;;;;
264;turkish;sunni;mediterranean_fruit;0;0;5;0;0;0;1;0;10;0;Mihalıççık;Eskisehir;;patched_state;Eskisehir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;latin_caribbean;catholic;grain;0;0;2;0;0;0;0;0;0;0;San Agustín;Florida;forest;patched_state;Florida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;malayan;sunni;cloth;0;0;6;1;0;0;3;0;0;0;Jambi;Sumatra;sparse_jungle;patched_state;Sumatra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;nogai;sunni;cloth;0;0;1;0;0;0;2;0;0;0;Kunbatar;Terek;semi_arid;patched_state;Terek;;lower_strata;cossack;orthodox;1;;;;;;;;;;;;;;;;;;;;;;;;
268;sibir;sunni;wood;0;0;0;0;0;0;0;0;0;0;Rakity;Altay;semi_arid;patched_state;Altay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;koasati;catholic;livestock;0;0;0;0;0;0;0;0;0;0;Coahuiltecan;Texas;plains;patched_state;Texas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;minor_aboriginal;mythic;livestock;0;0;0;0;0;0;0;0;0;0;PROV270_latin;Northern_Territory;desert;patched_state;Northern_Territory;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;bornean;sunni;cloth;0;0;3;0;0;0;5;0;0;0;Lahad Datu;Sabah;dense_jungle;patched_state;Sabah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;luri;shiite;cloth;0;0;5;0;0;0;7;0;0;0;Sonqor;Irakadjemi;low_mountain;patched_state;Irakadjemi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;minor_aboriginal;mythic;grain;0;0;0;0;0;0;0;0;0;0;Geelong;Victoria;plains;patched_state;Victoria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;brazilian;catholic;coffee;0;0;6;0;0;0;0;0;8;0;Manhuacu;Minas Gerais;plains;patched_state;Minas Gerais;;slaves;afro_portuguese;catholic;6;;;;;;;;;;;;;;;;;;;;;;;;
275;quebecois;catholic;wood;0;0;12;4;6;0;0;1;1;1;Montréal;Quebec;plains;patched_state;Quebec;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;omani;ibadi;wool;0;0;0;0;0;0;1;0;0;0;Haima;Oman;extreme_desert;patched_state;Oman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;mongolian;tengri;horses;0;0;0;0;0;0;1;0;0;0;Dugang Tilgang;Monggol_Ulus;boreal_forest;patched_state;Monggol_Ulus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;hakka;daoism;grain;0;0;35;2;0;7;0;3;10;0;Xinfeng;East Guangdong;farmland;patched_state;East Guangdong;;lower_strata;hakka;chinese_shamanism;16;;;;;;;;;;;;;;;;;;;;;;;;
279;ngbandi;bantu;hardwood;0;0;2;0;0;0;11;0;0;0;PROV279;Congo;dense_jungle;patched_state;Congo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;sibir;sunni;cloth;0;0;0;0;0;0;1;0;0;0;Kalkaman;Semipalatinsk;semi_arid;patched_state;Semipalatinsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;worrorran;mythic;livestock;0;0;0;0;0;0;0;0;0;0;Derby;Western_Australia;;patched_state;Western_Australia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
