PROVID;CULTURE;Religion;TRADEGOOD;unused;unused2;lower_strata;middle_strata;proletariat;slaves;tribesmen;upper_strata;INDUSTRIALISATION;PROVINCE RANK;NAME;AREA;TERRAIN;;;Subcultures / religons;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size
148;anglo_antipodean;mythic;wood;0;0;0;0;0;0;0;0;40;0;PROV148;Queensland;;patched_state;Queensland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;occitan;catholic;cloth;0;0;37;2;0;0;0;2;39;0;Mont-de-Marsan;Aquitaine;;patched_state;Aquitaine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;bashkir;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV150;Orenburg;;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;wu;confucianism;cloth;0;0;23;2;1;0;0;5;39;0;Xaihua;Zhejian;;patched_state;Zhejian;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;mongolian;tengri;cloth;0;0;0;0;0;0;0;0;39;0;PROV152;Buryat;boreal_forest;patched_state;Buryat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;egyptian_arabic;sunni;cloth;0;0;8;0;0;0;0;0;39;0;PROV153;Sinai;;patched_state;Sinai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;dixie;lutheran;cloth;0;0;0;0;0;0;0;0;40;0;Elkins;West Virginia;hills;patched_state;West Virginia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;han;mahayana;camel;0;0;7;0;0;0;0;0;39;0;PROV155;Nei_Mongol;desert;patched_state;Nei_Mongol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;tamil;hindu;cloth;0;0;51;5;2;0;10;0;40;0;PROV156;state_38;;patched_state;state_38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;kazakh;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV157;Astrakhan;semi_arid;patched_state;Astrakhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;amur;tengri;cloth;0;0;0;0;0;0;0;0;1;0;PROV158;state_198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;amur;tengri;cloth;0;0;0;0;0;0;0;0;39;0;PROV159;Magadan;boreal_forest;patched_state;Magadan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;jin;mahayana;camel;0;0;7;0;0;0;0;0;39;0;PROV160;Nei_Mongol;desert;patched_state;Nei_Mongol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;tupi;catimbo;fish;0;0;0;0;0;0;2;0;40;0;Coruripe;Alagoas and Sergipe;semi_arid;patched_state;Alagoas and Sergipe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;tamil;hindu;cloth;0;0;53;5;3;0;18;0;40;0;Madras;state_38;;patched_state;state_38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;uighur;sunni;cloth;0;0;0;0;0;0;1;0;39;0;PROV163;Tarim;;patched_state;Tarim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;roman;mythic;livestock;0;0;0;0;0;0;0;0;40;0;Marla;South_Australia;desert;patched_state;South_Australia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;madurese;sunni;cloth;0;0;0;0;0;0;0;0;40;0;Soerabaja;Java;;patched_state;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;bashkir;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV166;Orenburg;low_mountain;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;hindi;hindu;cloth;0;0;46;0;2;0;10;0;40;0;Jaipur;state_15;;patched_state;state_15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;mongolian;tengri;cloth;0;0;0;0;0;0;0;0;39;0;PROV168;Irkutsk;boreal_forest;patched_state;Irkutsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;egyptian_arabic;sunni;cloth;0;0;9;0;0;0;0;0;39;0;PROV169;Sinai;;patched_state;Sinai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;rajasthani;sunni;cloth;0;0;6;0;0;0;1;0;40;0;PROV170;state_15;;patched_state;state_15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;oroqen;tengri;cloth;0;0;0;0;0;0;0;0;39;0;PROV171;Yakutia;boreal_forest;patched_state;Yakutia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;tupi;catholic;livestock;0;0;0;0;0;0;2;0;40;0;Oricuri;Pernambuco;semi_arid;patched_state;Pernambuco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;ecuadorian;catholic;tropical_fruit;0;0;3;0;0;0;0;0;40;0;Guaranda;Sierra de Ecuador;extreme_mountain;patched_state;Sierra de Ecuador;;tribesmen;quechua;inti;1;tribesmen;quechua;catholic;2;;;;;;;;;;;;;;;;;;;;
174;uighur;sunni;cloth;0;0;7;0;0;0;0;0;39;0;PROV174;Böhmen71;;patched_state;Böhmen71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;roman;mythic;cloth;0;0;0;0;0;0;0;0;40;0;PROV175;Papua;dense_jungle;patched_state;Papua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;russian;orthodox;cloth;0;0;3;1;0;0;0;0;39;0;Krasny Holm;Tver;;patched_state;Tver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;kayan;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV177;Kaliman;;patched_state;Kaliman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV178;Kostroma;;patched_state;Kostroma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;russian;orthodox;cloth;0;0;2;0;0;0;0;0;39;0;Borova;Charkov;;patched_state;Charkov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;russian;orthodox;cloth;0;0;7;0;0;0;0;0;39;0;PROV180;Vladimir;;patched_state;Vladimir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;swedish;lutheran;wood;0;0;0;0;0;0;0;0;39;0;PROV181;state_461;;patched_state;state_461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;hungarian;catholic;cloth;0;0;0;0;0;0;0;0;39;0;Erlau;Kaschau;;patched_state;Kaschau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;russian;orthodox;cloth;0;0;1;0;0;0;0;0;39;0;PROV183;Saratov;;patched_state;Saratov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;russian;orthodox;cloth;0;0;5;2;0;0;0;0;39;0;Bezhetsk;Tver;;patched_state;Tver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;czech;catholic;cloth;0;0;11;3;1;0;0;0;39;0;Austerlitz;Mahren;;patched_state;Mahren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;russian;orthodox;cloth;0;0;2;0;0;0;0;0;39;0;Pensa;Penza;;patched_state;Penza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;albanian;sunni;cloth;0;0;9;2;1;0;0;2;39;0;Debar;Ishkodre;;patched_state;Ishkodre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV188;Kostroma;;patched_state;Kostroma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;dagestani;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV189;Terek;semi_arid;patched_state;Terek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;ukrainian;orthodox;cloth;0;0;10;0;0;0;0;0;39;0;Balakliya;Charkov;;patched_state;Charkov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;kabyle;sunni;livestock;0;0;4;0;0;0;4;0;39;0;PROV191;Tlemcen;;patched_state;Tlemcen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;russian;orthodox;cloth;0;0;5;0;0;0;0;0;39;0;PROV192;Vladimir;;patched_state;Vladimir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;castilian;catholic;cloth;0;0;5;1;1;0;0;0;39;0;Estella;Navarre;;patched_state;Navarre;;lower_strata;basque;catholic;2;;;;;;;;;;;;;;;;;;;;;;;;
194;sami;lutheran;wood;0;0;0;0;0;0;0;0;39;0;Arjepolog;state_461;;patched_state;state_461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;castilian;catholic;cloth;0;0;20;4;6;0;0;2;39;0;Almeria;Granada;;patched_state;Granada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;castilian;catholic;cloth;0;0;7;1;1;0;0;0;39;0;Miranda de Ebro;Castille;;patched_state;Castille;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;kazakh;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV197;Turgai;semi_arid;patched_state;Turgai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;austrian;lutheran;cloth;0;0;10;3;0;0;0;0;39;0;Horn;Niederosterreich;;patched_state;Niederosterreich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;han;confucianism;cloth;0;0;64;1;0;4;0;3;39;0;Guiyangzhen;Hunan;;patched_state;Hunan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;south_italian;catholic;vegetables;0;0;14;2;0;0;0;0;39;0;San Severo;Puglia;farmland;patched_state;Puglia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;alabama;waashat;cotton;0;0;0;0;0;0;0;0;40;0;PROV201;Alabama;forest;patched_state;Alabama;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;portuguese;catholic;mediterranean_fruit;0;0;9;2;2;0;0;1;39;0;Avis;Algarve;;patched_state;Algarve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;kazakh;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV203;Astrakhan;semi_arid;patched_state;Astrakhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;malayan;theravada;cloth;0;0;2;0;0;0;0;0;39;0;Krabi;state_10;dense_jungle;patched_state;state_10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;tunisian;sunni;livestock;0;0;3;0;0;0;5;0;39;0;PROV205;Tlemcen;;patched_state;Tlemcen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;polish;catholic;grain;0;0;16;3;1;0;0;1;39;0;Żółkiew;Ostgalizien;forest;patched_state;Ostgalizien;;lower_strata;ukrainian;orthodox;8;;;;;;;;;;;;;;;;;;;;;;;;
207;jin;confucianism;cloth;0;0;24;1;1;0;0;1;39;0;PROV207;Shanxi;;patched_state;Shanxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;malayan;theravada;cloth;0;0;2;0;0;0;0;0;39;0;Phuket;state_10;dense_jungle;patched_state;state_10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;jin;confucianism;cloth;0;0;7;0;0;0;0;0;39;0;Yinchuan;state_16;;patched_state;state_16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;castilian;catholic;cloth;0;0;11;2;3;0;0;1;39;0;Motril;Granada;;patched_state;Granada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;roman;mythic;livestock;0;0;0;0;0;0;0;0;40;0;PROV211;Western_Australia;semi_arid;patched_state;Western_Australia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;mikmaq;inuit;cloth;0;0;0;0;0;0;1;0;40;0;Campbellton;New Brunswick;;patched_state;New Brunswick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;bedouin;sunni;cloth;0;0;12;5;0;0;5;3;39;0;Mekka;Hedjaz;;patched_state;Hedjaz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;altai;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV214;Novosibirsk;;patched_state;Novosibirsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;miao;linh;cloth;0;0;3;0;0;0;9;0;39;0;PROV215;Guizhou;;patched_state;Guizhou;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;tuvan;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV216;Irkutsk;boreal_forest;patched_state;Irkutsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;choctaw;waashat;cotton;0;0;0;0;0;0;0;0;40;0;PROV217;Alabama;forest;patched_state;Alabama;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;portuguese;catholic;salt;0;0;9;2;5;0;0;2;39;0;Santarém;Lisboa;;patched_state;Lisboa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;rajasthani;jainism;cloth;0;0;12;0;0;0;4;0;40;0;PROV219;state_15;;patched_state;state_15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;tuvan;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV220;Khakassia;;patched_state;Khakassia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;jin;confucianism;cloth;0;0;7;0;0;0;0;0;39;0;Ordos;state_16;;patched_state;state_16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;kongo;bantu;cloth;0;0;2;0;0;0;8;0;40;0;PROV222;Angola;;patched_state;Angola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;jin;mahayana;cloth;0;0;7;0;0;0;0;0;39;0;PROV223;Gansu;;patched_state;Gansu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;kiowa;waashat;cloth;0;0;0;0;0;0;0;0;40;0;PROV224;Kansas;semi_arid;patched_state;Kansas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;guarani;pagelanca;sugar;0;0;0;0;0;0;1;0;40;0;Paranavaí;Paraná;;patched_state;Paraná;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;bedouin;sunni;cloth;0;0;2;0;0;0;24;0;39;0;PROV226;Hedjaz;;patched_state;Hedjaz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;kazakh;sunni;cloth;0;0;0;0;0;0;0;0;40;0;PROV227;Orenburg;;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;rajasthani;sunni;cloth;0;0;2;0;0;0;4;0;40;0;PROV228;state_15;;patched_state;state_15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;brazilian;catholic;vegetables;0;0;2;0;0;0;0;0;40;0;Rio Pardo;Minas Gerais;;patched_state;Minas Gerais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;kiowa;waashat;cloth;0;0;0;0;0;0;0;0;40;0;Tulsa;Oklahoma;semi_arid;patched_state;Oklahoma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV231;Penza;;patched_state;Penza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;platense;catholic;livestock;0;0;0;0;0;0;0;0;40;0;PROV232;Salta;low_mountain;patched_state;Salta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;north_german;lutheran;cloth;0;0;0;0;0;0;0;0;39;0;Magdeburg;Sachsen-Anhalt;;patched_state;Sachsen-Anhalt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;norwegian;lutheran;fish;0;0;4;0;0;0;0;0;40;0;PROV234;Vestlandet;;patched_state;Vestlandet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;flemish;catholic;cloth;0;0;12;9;10;0;0;4;40;0;Brussel;Flanders;;patched_state;Flanders;;middle_strata;dutch;lutheran;1;lower_strata;walloon;catholic;2;middle_strata;walloon;catholic;6;;;;;;;;;;;;;;;;
236;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV236;Samara;;patched_state;Samara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;scottish;reformed;wool;0;0;6;0;0;0;0;0;40;0;Kincardine;Scotland;;patched_state;Scotland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;ojibwe-potawatomi;gaihwiio;cloth;0;0;0;0;0;0;0;0;40;0;Lansing;Michigan;forest;patched_state;Michigan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;ukrainian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV239;Voiska_Donskova;;patched_state;Voiska_Donskova;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;russian;orthodox;cloth;0;0;1;0;0;0;0;0;39;0;PROV240;Penza;;patched_state;Penza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;danish;lutheran;inorganic_compounds;0;0;12;4;3;0;0;1;39;0;Odense;Danmark;;patched_state;Danmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;colombian;catholic;coffee;0;0;9;2;0;0;0;0;40;0;Izcaragua;Venezuela;hills;patched_state;Venezuela;;tribesmen;caracas;muisca;10;lower_strata;zambo;catholic;5;lower_strata;caracas;catholic;4;;;;;;;;;;;;;;;;
243;north_german;lutheran;cloth;0;0;0;0;0;0;0;0;39;0;Braunschweig;Hannover;;patched_state;Hannover;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;castilian;catholic;cloth;0;0;8;1;1;0;0;0;39;0;Isaba;Aragón;;patched_state;Aragón;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;austrian;catholic;cloth;0;0;9;25;30;0;0;20;39;1;Vien;Niederosterreich;;patched_state;Niederosterreich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;yue;confucianism;cloth;0;0;54;2;0;4;0;2;39;0;Xuancun;South Guangxi;;patched_state;South Guangxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;zulu;bantu;cloth;0;0;0;0;0;0;29;0;39;0;PROV247;South_Africa;;patched_state;South_Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;turkish;sunni;cloth;0;0;3;0;0;0;0;0;39;0;Haymanateyn;Ankara;;patched_state;Ankara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;chipewyan;inuit;fish;0;0;0;0;0;0;1;0;40;0;Norway House;Manitoba;boreal_forest;patched_state;Manitoba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;roman;mana;cloth;0;0;0;0;0;0;0;0;40;0;New Hanover;New_Britain;sparse_jungle;patched_state;New_Britain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;azeri;shiite;cloth;0;0;0;0;0;0;0;0;40;0;PROV251;Dagestan;low_mountain;patched_state;Dagestan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;ukrainian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV252;Voiska_Donskova;;patched_state;Voiska_Donskova;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;tamazight;ibadi;grain;0;0;0;0;0;0;5;0;39;0;PROV253;Algerian_Sahara;;patched_state;Algerian_Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;occitan;catholic;cloth;0;0;22;1;0;0;0;1;39;0;Aix-en-Provence;Provence;;patched_state;Provence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;danish;lutheran;grain;0;0;9;3;2;0;0;0;40;0;Ribe;Danmark;;patched_state;Danmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;malayan;sunni;cloth;0;0;4;0;0;0;0;0;39;0;Taiping;Johore;;patched_state;Johore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;algerian;sunni;livestock;0;0;1;0;0;0;3;0;39;0;PROV257;Tlemcen;;patched_state;Tlemcen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;anglo_antipodean;mythic;grain;0;0;0;0;0;0;0;0;40;0;PROV258;Victoria;;patched_state;Victoria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;castilian;catholic;cloth;0;0;6;3;4;0;0;1;39;0;Pamplona;Navarre;;patched_state;Navarre;;lower_strata;basque;catholic;7;;;;;;;;;;;;;;;;;;;;;;;;
260;nunavik;inuit;fish;0;0;0;0;0;0;1;0;40;0;Fort Chimo;Quebec;tundra;patched_state;Quebec;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;yue;confucianism;cloth;0;0;178;12;5;24;0;7;39;0;Nanning;South Guangxi;;patched_state;South Guangxi;;lower_strata;han;mahayana;98;;;;;;;;;;;;;;;;;;;;;;;;
262;mongolian;tengri;cloth;0;0;0;0;0;0;0;0;39;0;Irkutsk;Irkutsk;boreal_forest;patched_state;Irkutsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;han;confucianism;cloth;0;0;202;15;1;20;0;6;39;0;Yonzhou;Hunan;;patched_state;Hunan;;lower_strata;han;mahayana;55;;;;;;;;;;;;;;;;;;;;;;;;
264;turkish;sunni;cloth;0;0;5;0;0;0;1;0;39;0;Mihalıççık;Eskisehir;;patched_state;Eskisehir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;latin_caribbean;catholic;grain;0;0;0;0;0;0;0;0;39;0;PROV265;Florida;plains;patched_state;Florida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;malayan;sunni;cloth;0;0;0;0;0;0;0;0;39;0;Jambi;Sumatra;;patched_state;Sumatra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;dagestani;sunni;cloth;0;0;0;0;0;0;0;0;40;0;PROV267;Terek;semi_arid;patched_state;Terek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;sibir;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV268;Respublika_Altay;;patched_state;Respublika_Altay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;koasati;catholic;livestock;0;0;0;0;0;0;0;0;40;0;Coahuiltecan;Texas;semi_arid;patched_state;Texas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;roman;mythic;livestock;0;0;0;0;0;0;0;0;40;0;PROV270_latin;Northern_Territory;desert;patched_state;Northern_Territory;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;bornean;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV271;Sabah;dense_jungle;patched_state;Sabah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;luri;shiite;cloth;0;0;5;0;0;0;2;0;40;0;PROV272;Irak_Ajami;;patched_state;Irak_Ajami;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;anglo_antipodean;mythic;grain;0;0;0;0;0;0;0;0;40;0;PROV273;Victoria;;patched_state;Victoria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;brazilian;catholic;coffee;0;0;6;0;0;0;0;0;40;0;Manhuacu;Minas Gerais;dense_jungle;patched_state;Minas Gerais;;slaves;afro_portuguese;catholic;6;;;;;;;;;;;;;;;;;;;;;;;;
275;quebecois;catholic;fish;0;0;12;4;6;0;0;1;40;0;Montréal;Quebec;plains;patched_state;Quebec;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;bedouin;ibadi;cloth;0;0;0;0;0;0;3;0;40;0;PROV276;Oman;;patched_state;Oman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;mongolian;mahayana;horses;0;0;0;0;0;0;0;0;39;0;PROV277;Mongolia;semi_arid;patched_state;Mongolia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;hakka;confucianism;cloth;0;0;51;2;0;7;0;3;39;0;Xinfeng;East Guangdong;;patched_state;East Guangdong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;ngbandi;bantu;cloth;0;0;2;0;0;0;11;0;40;0;PROV279;Congo;dense_jungle;patched_state;Congo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;sibir;sunni;cloth;0;0;0;0;0;0;0;0;40;0;PROV280;Böhmen52;;patched_state;Böhmen52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;roman;mythic;cloth;0;0;0;0;0;0;0;0;40;0;Derby;Western_Australia;;patched_state;Western_Australia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;guarani;catholic;coffee;0;0;0;0;0;0;2;0;40;0;Andradina;Sao Paulo;;patched_state;Sao Paulo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;kurdish;sunni;grain;0;0;0;0;0;0;0;0;39;0;Soran;Mosil;;patched_state;Mosil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;anglo_antipodean;lutheran;wood;0;0;0;0;0;0;0;0;40;0;Huntly;North_Island;;patched_state;North_Island;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;swedish;lutheran;wood;0;0;1;0;0;0;0;0;39;0;Sundsvall;state_715;;patched_state;state_715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;kayapo;pagelanca;livestock;0;0;0;0;0;0;1;0;40;0;Dourados;Mato Grosso do Sul;;patched_state;Mato Grosso do Sul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;fulani;sunni;cloth;0;0;4;0;0;2;21;0;40;0;Kogu;Nigeria;;patched_state;Nigeria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;estonian;lutheran;cloth;0;0;3;0;0;0;0;0;39;0;Ruen;Livland;;patched_state;Livland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;north_german;lutheran;cloth;0;0;8;6;6;0;0;3;39;0;Königsberg;Preussen;;patched_state;Preussen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;swedish;lutheran;wood;0;0;1;0;0;0;0;0;39;0;PROV290;state_715;;patched_state;state_715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;swedish;lutheran;wood;0;0;1;0;0;0;0;0;39;0;PROV291;state_715;;patched_state;state_715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;russian;orthodox;grain;0;0;3;2;0;0;0;0;39;0;Kholm;Pskov;;patched_state;Pskov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;austrian;catholic;coal;0;0;10;2;0;0;0;0;39;0;Amstetten;Oberosterreich;;patched_state;Oberosterreich;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;north_german;catholic;cloth;0;0;0;0;0;0;0;0;39;0;Oststernberg;Brandenburg;;patched_state;Brandenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;catalan;catholic;cloth;0;0;10;2;0;0;0;0;39;0;Menorca;Baleares;;patched_state;Baleares;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;russian;orthodox;cloth;0;0;4;1;0;0;0;0;39;0;Kashin;Tver;;patched_state;Tver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;illinois;gaihwiio;cloth;0;0;0;0;0;0;0;0;40;0;PROV297;Indiana;;patched_state;Indiana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;kazakh;sunni;horses;0;0;0;0;0;0;0;0;39;0;PROV298;Bukeyev;semi_arid;patched_state;Bukeyev;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;levantine;sunni;cloth;0;0;5;0;0;0;0;0;39;0;Damascus;Dimaszk;;patched_state;Dimaszk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;Kalatsch am Don;Voiska_Donskova;;patched_state;Voiska_Donskova;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
